State,PC No,PC Name,Sl no,Candidate,Party,EVM Votes,Postal Votes,Total Votes,Year 
Karnataka,19,Tumkur,17,KAPANIGOWDA.,Independent,451,20,471,2024
Karnataka,19,Tumkur,18,BASAVARAJU. H.R,National Maha Sabha Party,433,6,439,2024
Karnataka,19,Tumkur,19,NOTA,None of the Above,6426,34,6460,2024
Karnataka,20,Mandya,1,H.D. KUMARASWAMY,Janata Dal  (Secular),847482,4399,851881,2024
Karnataka,20,Mandya,2,VENKATARAMANE GOWDA (STAR CHANDRU),Indian National Congress,564778,2483,567261,2024
Karnataka,20,Mandya,3,CHANDAN GOWDA. K,Independent,12310,84,12394,2024
Karnataka,20,Mandya,4,SHIVASHANKARA. S,Bahujan Samaj Party,6903,61,6964,2024
Karnataka,20,Mandya,5,RAMAIAH. D,Independent,3796,14,3810,2024
Karnataka,20,Mandya,6,RANJITHA. N,Independent,2897,12,2909,2024
Karnataka,20,Mandya,7,CHANDRASHEKARA. K.R (CHANDRU KEELARA),Karnataka Rashtra Samithi,1465,11,1476,2024
Karnataka,20,Mandya,8,BUDAYYA. B.P,Karunaadu Party,1358,12,1370,2024
Karnataka,20,Mandya,9,LOKESHA. S (AARYA LOKESH),Uttama Prajaakeeya Party,1151,12,1163,2024
Karnataka,20,Mandya,10,BEERESH. C.T (SAINIKA BEERESH),Independent,919,12,931,2024
Karnataka,20,Mandya,11,N.BASAVARAJU,Independent,802,41,843,2024
Karnataka,20,Mandya,12,H.D. REVANNA,Purvanchal Mahapanchayat,584,6,590,2024
Karnataka,20,Mandya,13,CHANNAMAYIGOWDA,Independent,496,1,497,2024
Karnataka,20,Mandya,14,S.ARVIND,Independent,440,2,442,2024
Karnataka,20,Mandya,15,NOTA,None of the Above,7706,30,7736,2024
Karnataka,21,Mysore,1,YADUVEER KRISHNADATTA CHAMARAJA WADIYAR,Bharatiya Janata Party,790391,5112,795503,2024
Karnataka,21,Mysore,2,M. LAKSHMANA,Indian National Congress,653739,2502,656241,2024
Karnataka,21,Mysore,3,RANGASWAMY. M,Independent,4301,5,4306,2024
Karnataka,21,Mysore,4,KADAMBA NAA AMBARISH,Karnataka Jantha Paksha,4069,11,4080,2024
Karnataka,21,Mysore,5,A. S. SATHISH,Independent,3736,10,3746,2024
Karnataka,21,Mysore,6,RAMAMURTHY. M,Independent,3601,4,3605,2024
Karnataka,21,Mysore,7,RAJU,Independent,1940,9,1949,2024
Karnataka,21,Mysore,8,PRAJAKEEYA LEELA SHIVAKUMAR,Uttama Prajaakeeya Party,1724,30,1754,2024
Karnataka,21,Mysore,9,COMRADE SUNIL T. R,Socialist Unity Centre Of India (COMMUNIST),1538,22,1560,2024
Karnataka,21,Mysore,10,H. K. KRISHNA,Karunaadu Party,1479,10,1489,2024
Karnataka,21,Mysore,11,HARISH GOWDA,Socialist Party (India),967,9,976,2024
Karnataka,21,Mysore,12,P. S. YADURAPPA,Independent,874,4,878,2024
Karnataka,21,Mysore,13,AMBEDKAR. C. J,Independent,821,14,835,2024
Karnataka,21,Mysore,14,DARSHAN K PONNETI,Independent,761,3,764,2024
Karnataka,21,Mysore,15,M. S. PRAVEEN,Karnataka Rashtra Samithi,735,5,740,2024
Karnataka,21,Mysore,16,CHRISTOPHER RAJ KUMAR,Independent,533,11,544,2024
Karnataka,21,Mysore,17,DR. H. M. NANJUNDASWAMY,Samajwadi Janata Party(Karnataka),519,4,523,2024
Karnataka,21,Mysore,18,A. G. RAMACHANDRA RAO,Secular Democratic Congress,487,3,490,2024
Karnataka,21,Mysore,19,NOTA,None of the Above,4446,44,4490,2024
Karnataka,22,Chamarajanagar,1,SUNIL BOSE,Indian National Congress,749926,1745,751671,2024
Karnataka,22,Chamarajanagar,2,BALARAJ.S,Bharatiya Janata Party,561056,1909,562965,2024
Karnataka,22,Chamarajanagar,3,M.KRISHNA MURTHY,Bahujan Samaj Party,15819,84,15903,2024
Karnataka,22,Chamarajanagar,4,C.M.KRISHNA,Dr. Ambedkar People's Party,8074,15,8089,2024
Karnataka,22,Chamarajanagar,5,G.D.RAJAGOPAL (H.D.KOTE),Independent,3949,5,3954,2024
Karnataka,22,Chamarajanagar,6,SUMA.S,Socialist Unity Centre Of India (COMMUNIST),3821,5,3826,2024
Karnataka,22,Chamarajanagar,7,MAHADEVASWAMY B M (PAMPI),Independent,3414,7,3421,2024
Karnataka,22,Chamarajanagar,8,H.K.SWAMY HARADANAHALLI,Independent,3206,2,3208,2024
Karnataka,22,Chamarajanagar,9,PATAS PRADEEP KUMAR.M,Independent,1969,17,1986,2024
Karnataka,22,Chamarajanagar,10,KADAMBA. NAA. AMBARISH,Independent,1738,5,1743,2024
Karnataka,22,Chamarajanagar,11,NINGARAJU.S,Karnataka Jantha Paksha,1406,5,1411,2024
Karnataka,22,Chamarajanagar,12,KANDALLI MAHESH,Karnataka Rashtra Samithi,1249,3,1252,2024
Karnataka,22,Chamarajanagar,13,NINGARAJ.G,Independent,1236,11,1247,2024
Karnataka,22,Chamarajanagar,14,PRASANNA KUMAR.B,Karnataka Praja Party (RaithaParva),972,6,978,2024
Karnataka,22,Chamarajanagar,15,NOTA,None of the Above,8094,49,8143,2024
Karnataka,23,Bangalore Rural,1,DR C N MANJUNATH,Bharatiya Janata Party,1075553,3449,1079002,2024
Karnataka,23,Bangalore Rural,2,D K SURESH,Indian National Congress,807459,1896,809355,2024
Karnataka,23,Bangalore Rural,3,ABHISHEK K,Uttama Prajaakeeya Party,6191,11,6202,2024
Karnataka,23,Bangalore Rural,4,SURESH M N,Independent,3231,5,3236,2024
Karnataka,23,Bangalore Rural,5,HEMAVATHI K,Socialist Unity Centre Of India (COMMUNIST),1768,6,1774,2024
Karnataka,23,Bangalore Rural,6,J T PRAKASH,Independent,1468,4,1472,2024
Karnataka,23,Bangalore Rural,7,N KRISHNAPPA,Pyramid Party of India,1396,6,1402,2024
Karnataka,23,Bangalore Rural,8,C N MANJUNATHA,Bahujan Bharat Party,1350,50,1400,2024
Karnataka,23,Bangalore Rural,9,KUMAR L,Bharatiya Prajagala Kalyana Paksha,1052,14,1066,2024
Karnataka,23,Bangalore Rural,10,MAHAMAD MUSADIK PASHA,Karnataka Rashtra Samithi,817,4,821,2024
Karnataka,23,Bangalore Rural,11,NARASIMHAMURTHY J P,Independent,809,4,813,2024
Karnataka,23,Bangalore Rural,12,SURESH S,Karunaadu Party,792,6,798,2024
Karnataka,23,Bangalore Rural,13,VASIST J,Country Citizen Party,546,38,584,2024
Karnataka,23,Bangalore Rural,14,MOHAMMAD DASTAGEER,Young Star Empowerment Party,486,0,486,2024
Karnataka,23,Bangalore Rural,15,H V CHANDRASHEKAR,Viduthalai Chiruthaigal Katchi,473,7,480,2024
Karnataka,23,Bangalore Rural,16,NOTA,None of the Above,10633,16,10649,2024
Karnataka,24,Bangalore North,1,SHOBHA KARANDLAJE,Bharatiya Janata Party,982805,3244,986049,2024
Karnataka,24,Bangalore North,2,PROFESSOR M.V RAJEEV GOWDA,Indian National Congress,725190,1383,726573,2024
Karnataka,24,Bangalore North,3,GOVINDAIAH,Bahujan Samaj Party,4614,17,4631,2024
Karnataka,24,Bangalore North,4,SANTHOSH M,Uttama Prajaakeeya Party,3450,11,3461,2024
Karnataka,24,Bangalore North,5,UDAYA SHANKAR.G,Prahar Janshakti Party,2676,2,2678,2024
Karnataka,24,Bangalore North,6,LAKSHMI SRIHARI.J.N.,Independent,2091,3,2094,2024
Karnataka,24,Bangalore North,7,DILIP KUMAR I.S.,Independent,1896,7,1903,2024
Karnataka,24,Bangalore North,8,K.M.MAHADEVA,Independent,1716,4,1720,2024
Karnataka,24,Bangalore North,9,K.V.NANJUNDASWAMY,Independent,1363,2,1365,2024
Karnataka,24,Bangalore North,10,SHOBHA,Independent,1272,8,1280,2024
Karnataka,24,Bangalore North,11,Y.R.KALLESHWARI,Samajwadi Janata Party(Karnataka),1072,5,1077,2024
Karnataka,24,Bangalore North,12,NIRMALA H.L,Socialist Unity Centre Of India (COMMUNIST),972,5,977,2024
Karnataka,24,Bangalore North,13,H.R.NATARAJ,Independent,857,4,861,2024
Karnataka,24,Bangalore North,14,BHASKAR ANKALAMADUGU SHIVAREDDY,Independent,831,0,831,2024
Karnataka,24,Bangalore North,15,SHIVAKUMAR. B,Karnataka Rashtra Samithi,813,4,817,2024
Karnataka,24,Bangalore North,16,SUDHA.  V,Independent,650,7,657,2024
Karnataka,24,Bangalore North,17,KRISHNAIAH,Rashtriya Samaj Dal (R),556,3,559,2024
Karnataka,24,Bangalore North,18,HEBBAL VENKATESH.J,Republican Party of India (A),422,3,425,2024
Karnataka,24,Bangalore North,19,"GLOBE STAR J. JAI SIMHA VARMA, B E.",Gareeb Aadmi Party,356,3,359,2024
Karnataka,24,Bangalore North,20,SHOBAN BABU  V,Indian Labour Party (Ambedkar Phule),315,5,320,2024
Karnataka,24,Bangalore North,21,PARASAPPA BHEEMAPPA GAJJERI,Rani Chennamma Party,313,0,313,2024
Karnataka,24,Bangalore North,22,NOTA,None of the Above,13499,55,13554,2024
Karnataka,25,Bangalore central,1,P C MOHAN,Bharatiya Janata Party,657236,1679,658915,2024
Karnataka,25,Bangalore central,2,MANSOOR ALI KHAN,Indian National Congress,625368,840,626208,2024
Karnataka,25,Bangalore central,3,SATISH CHANDRA. M.,Bahujan Samaj Party,3071,16,3087,2024
Karnataka,25,Bangalore central,4,JAYALAKSHMI SUNDARA RAJAN,Independent,2755,6,2761,2024
Karnataka,25,Bangalore central,5,SURESH BABU. M. C,Uttama Prajaakeeya Party,1735,4,1739,2024
Karnataka,25,Bangalore central,6,K. MANJUNATHA,Independent,1552,4,1556,2024
Karnataka,25,Bangalore central,7,S. M. KRISHNA,Independent,1466,8,1474,2024
Karnataka,25,Bangalore central,8,MURUGESH. R,Independent,1162,0,1162,2024
Karnataka,25,Bangalore central,9,UMA. V.,Independent,820,7,827,2024
Karnataka,25,Bangalore central,10,PRAKASH. K,Karnataka Rashtra Samithi,766,13,779,2024
Karnataka,25,Bangalore central,11,H. P. SHIVAPRAKASH,Socialist Unity Centre Of India (COMMUNIST),700,7,707,2024
Karnataka,25,Bangalore central,12,MODI SAIFULLA,Independent,688,7,695,2024
Karnataka,25,Bangalore central,13,ABHAYA SHEELA.,Rashtriya Samaj Dal (R),625,10,635,2024
Karnataka,25,Bangalore central,14,KARTHIK. K,Voters Independent Party,594,7,601,2024
Karnataka,25,Bangalore central,15,T.R. JAGANNATHA RAO,Bharatiya Prajagala Kalyana Paksha,456,4,460,2024
Karnataka,25,Bangalore central,16,VASANTH KUMAR ERAPPA,Independent,439,0,439,2024
Karnataka,25,Bangalore central,17,C.M. SHABAZ KHAN,Young Star Empowerment Party,428,1,429,2024
Karnataka,25,Bangalore central,18,WHITEFIELD MURUGESH .C,Republican Party of India (Karnataka),376,2,378,2024
Karnataka,25,Bangalore central,19,B. KRISHNA PRASAD,"Proutist Bloc, India",324,3,327,2024
Karnataka,25,Bangalore central,20,MUKTHAR ALI KHAN,Karnataka Karmikara Paksha,314,0,314,2024
Karnataka,25,Bangalore central,21,SYED ASIF BUKHARI,Independent,286,0,286,2024
Karnataka,25,Bangalore central,22,RANJITH VISHWA,Samajwadi Janata Party(Karnataka),270,4,274,2024
Karnataka,25,Bangalore central,23,RUMAN SHARIFFE,Independent,170,1,171,2024
Karnataka,25,Bangalore central,24,YALLAPPA.,Independent,158,2,160,2024
Karnataka,25,Bangalore central,25,NOTA,None of the Above,12103,23,12126,2024
Karnataka,26,Bangalore South,1,TEJASVI SURYA,Bharatiya Janata Party,747780,3050,750830,2024
Karnataka,26,Bangalore South,2,SOWMYA REDDY,Indian National Congress,472754,993,473747,2024
Karnataka,26,Bangalore South,3,ARUN PRASAD.A,Bahujan Samaj Party,2416,9,2425,2024
Karnataka,26,Bangalore South,4,TINTISHA HEMACHANDRA SAGAR,Independent,1962,6,1968,2024
Karnataka,26,Bangalore South,5,VATAL NAGARAJ,Kannada Chalavali Vatal Paksha,1857,10,1867,2024
Karnataka,26,Bangalore South,6,KEMPEGOWDA,Navabharath Sena,1390,3,1393,2024
Karnataka,26,Bangalore South,7,TEJASWINI DHANANJAY,Independent,1147,3,1150,2024
Karnataka,26,Bangalore South,8,BALAKRISHNA.M.,Uttama Prajaakeeya Party,1106,4,1110,2024
Karnataka,26,Bangalore South,9,JAYAPAL.D,Independent,940,2,942,2024
Karnataka,26,Bangalore South,10,RANJITH GOWDA,Independent,859,1,860,2024
Karnataka,26,Bangalore South,11,V.RAJKUMAR VCK,Independent,738,2,740,2024
Karnataka,26,Bangalore South,12,RAGHUPATHI BHAT,Karnataka Rashtra Samithi,737,1,738,2024
Karnataka,26,Bangalore South,13,DR HARISH GOWDA,Independent,555,8,563,2024
Karnataka,26,Bangalore South,14,CHETAN CHAMAN,Country Citizen Party,490,2,492,2024
Karnataka,26,Bangalore South,15,A . RAJ.,Independent,473,4,477,2024
Karnataka,26,Bangalore South,16,K. C. JANARDHAN,Independent,444,8,452,2024
Karnataka,26,Bangalore South,17,KANTHAKUMAR.R.,Independent,393,10,403,2024
Karnataka,26,Bangalore South,18,KARAVALI MANJUNATH. BE,Rashtriya Samaj Dal (R),308,2,310,2024
Karnataka,26,Bangalore South,19,C M. SHABAZ KHAN,Young Star Empowerment Party,295,2,297,2024
Karnataka,26,Bangalore South,20,ASGAR A MOHIN.S.M.,Independent,266,3,269,2024
Karnataka,26,Bangalore South,21,SUBRAHMANYA KUMAR KUNTIKANAMATA,Independent,234,3,237,2024
Karnataka,26,Bangalore South,22,DR.R.SHEKAR THIRUMAVALVAN,Independent,214,1,215,2024
Karnataka,26,Bangalore South,23,NOTA,None of the Above,7830,27,7857,2024
Karnataka,27,Chikkballapur,1,DR.K.SUDHAKAR,Bharatiya Janata Party,819588,3031,822619,2024
Karnataka,27,Chikkballapur,2,M.S. RAKSHA RAMAIAH,Indian National Congress,657489,1670,659159,2024
Karnataka,27,Chikkballapur,3,MUNIVENKATAPPA M.P,Communist Party of India  (Marxist),4546,11,4557,2024
Karnataka,27,Chikkballapur,4,MAHADEV. P,Bahujan Samaj Party,4428,12,4440,2024
Karnataka,27,Chikkballapur,5,RAJANNA,Independent,3759,5,3764,2024
Karnataka,27,Chikkballapur,6,RAJA REDDY,Independent,3377,4,3381,2024
Karnataka,27,Chikkballapur,7,KALAVATHI. N,Socialist Unity Centre Of India (COMMUNIST),2736,8,2744,2024
Karnataka,27,Chikkballapur,8,VALASAPALLI UTAPPA,Independent,2152,10,2162,2024
Karnataka,27,Chikkballapur,9,VENKATESHMURTHY.V,Uttama Prajaakeeya Party,2015,5,2020,2024
Karnataka,27,Chikkballapur,10,D. SUDHAKARA,Independent,1678,11,1689,2024
Karnataka,27,Chikkballapur,11,SUDHAKAR. N,Independent,1581,10,1591,2024
Karnataka,27,Chikkballapur,12,G N RAVI,Independent,1462,3,1465,2024
Karnataka,27,Chikkballapur,13,BHASKAR ANKALAMADUGU SHIVAREDDY,Independent,1363,4,1367,2024
Karnataka,27,Chikkballapur,14,CHANDRASHEKAR. H.C,Independent,1270,12,1282,2024
Karnataka,27,Chikkballapur,15,MOHITH NARASIMHAMURTHY,Independent,1222,7,1229,2024
Karnataka,27,Chikkballapur,16,V.N. NARASIMHAMURTHY VADIGERE,Independent,1212,6,1218,2024
Karnataka,27,Chikkballapur,17,G.N. VENKATESH B.A.L.L.B,Independent,1199,8,1207,2024
Karnataka,27,Chikkballapur,18,DEVARAJ CORONA WARRIOR,Independent,1168,9,1177,2024
Karnataka,27,Chikkballapur,19,G SUBRAMANI SHETTY,Karnataka Rashtra Samithi,869,3,872,2024
Karnataka,27,Chikkballapur,20,DR. M.R. RANGANATHA,Independent,850,7,857,2024
Karnataka,27,Chikkballapur,21,NAGESH. S,Digvijaya Bharatha Party,843,7,850,2024
Karnataka,27,Chikkballapur,22,T.R. NARAYANA RAO,Indian Labour Party (Ambedkar Phule),757,5,762,2024
Karnataka,27,Chikkballapur,23,"C.V.  LOKESH GOWDA, B.E",Independent,691,10,701,2024
Karnataka,27,Chikkballapur,24,D. CHINNAPPA,Independent,616,3,619,2024
Karnataka,27,Chikkballapur,25,SANDESH.G,Independent,588,6,594,2024
Karnataka,27,Chikkballapur,26,NASURULLA,Independent,579,4,583,2024
Karnataka,27,Chikkballapur,27,K. VENKATESH,Independent,469,5,474,2024
Karnataka,27,Chikkballapur,28,T VENKATA SIVUDU,Independent,434,6,440,2024
Karnataka,27,Chikkballapur,29,G N. KODANDAREDDY,Independent,399,2,401,2024
Karnataka,27,Chikkballapur,30,NOTA,None of the Above,6545,51,6596,2024
Karnataka,28,Kolar,1,M. MALLESH BABU,Janata Dal  (Secular),689185,2296,691481,2024
Karnataka,28,Kolar,2,K V GOWTHAM,Indian National Congress,618700,1393,620093,2024
Karnataka,28,Kolar,3,SUMAN H N,Independent,6484,3,6487,2024
Karnataka,28,Kolar,4,HOLUR SRINIVASA,Independent,6159,4,6163,2024
Karnataka,28,Kolar,5,S B SURESHA,Bahujan Samaj Party,4688,44,4732,2024
Karnataka,28,Kolar,6,K R DEVARAJA,Delhi Janta Party,4588,9,4597,2024
Karnataka,28,Kolar,7,DR M. VENKATASWAMY,Independent,3336,18,3354,2024
Karnataka,28,Kolar,8,R RANJITHKUMAR,Independent,2116,2,2118,2024
Karnataka,28,Kolar,9,S N NARAYANASWAMY V,Independent,1971,14,1985,2024
Karnataka,28,Kolar,10,D GOPALAKRISHNA,Socialist Party (India),1661,8,1669,2024
Karnataka,28,Kolar,11,DEVARAJA A ALUSURUDINNE,Uttama Prajaakeeya Party,1343,11,1354,2024
Karnataka,28,Kolar,12,M S BADARINARAYANA,Independent,1104,12,1116,2024
Karnataka,28,Kolar,13,MAHESH A V,Karnataka Rashtra Samithi,1035,30,1065,2024
Karnataka,28,Kolar,14,THIMMARAYAPPA,Republican Party of India (Karnataka),856,8,864,2024
Karnataka,28,Kolar,15,R RAJENDRA,Independent,750,1,751,2024
Karnataka,28,Kolar,16,M MUNIGANGAPPA,Independent,595,9,604,2024
Karnataka,28,Kolar,17,M  C HALLI VENU,Viduthalai Chiruthaigal Katchi,514,7,521,2024
Karnataka,28,Kolar,18,KRISHNAIAH N,Independent,438,5,443,2024
Karnataka,28,Kolar,19,NOTA,None of the Above,5798,33,5831,2024
Kerala,1,Kasaragod,1,RAJMOHAN UNNITHAN,Indian National Congress,487637,3022,490659,2024
Kerala,1,Kasaragod,2,M.V BALAKRISHNAN MASTER,Communist Party of India  (Marxist),385969,4041,390010,2024
Kerala,1,Kasaragod,3,M.L ASHWINI,Bharatiya Janata Party,217996,1562,219558,2024
Kerala,1,Kasaragod,4,SUKUMARI M,Bahujan Samaj Party,1599,13,1612,2024
Kerala,1,Kasaragod,5,RAJESWARI K.R,Independent,886,11,897,2024
Kerala,1,Kasaragod,6,MANOHARAN K,Independent,777,27,804,2024
Kerala,1,Kasaragod,7,ANEESH PAYYANNUR,Independent,744,15,759,2024
Kerala,1,Kasaragod,8,BALAKRISHNAN N,Independent,594,34,628,2024
Kerala,1,Kasaragod,9,N KESHAVA NAYAK,Independent,480,27,507,2024
Kerala,1,Kasaragod,10,NOTA,None of the Above,7037,75,7112,2024
Kerala,2,Kannur,1,K. SUDHAKARAN,Indian National Congress,512266,6258,518524,2024
Kerala,2,Kannur,2,M.V. JAYARAJAN,Communist Party of India  (Marxist),402614,6928,409542,2024
Kerala,2,Kannur,3,C. RAGHUNATH,Bharatiya Janata Party,118352,1524,119876,2024
Kerala,2,Kannur,4,RAMACHANDRAN BAVILEERI,Bharatheeya Jawan Kisan Party,2606,43,2649,2024
Kerala,2,Kannur,5,K. SUDHAKARAN S/O. KRISHNAN,Independent,990,19,1009,2024
Kerala,2,Kannur,6,SUDHAKARAN. K S/O. P GOPALAN,Independent,893,3,896,2024
Kerala,2,Kannur,7,JOY JOHN PATTAR MADATHIL,Independent,616,2,618,2024
Kerala,2,Kannur,8,JAYARAJ,Independent,478,10,488,2024
Kerala,2,Kannur,9,JAYARAJAN S/O. VELAYUDHAN,Independent,421,4,425,2024
Kerala,2,Kannur,10,VADI HAREENDRAN,Independent,289,54,343,2024
Kerala,2,Kannur,11,C. BALAKRISHNAN YADAV,Independent,279,25,304,2024
Kerala,2,Kannur,12,NARAYANA KUMAR,Independent,263,45,308,2024
Kerala,2,Kannur,13,NOTA,None of the Above,8718,155,8873,2024
Kerala,3,Vadakara,1,SHAFI PARAMBIL,Indian National Congress,552490,5038,557528,2024
Kerala,3,Vadakara,2,K K SHAILAJA TEACHER,Communist Party of India  (Marxist),437333,5689,443022,2024
Kerala,3,Vadakara,3,PRAPHUL KRISHNAN,Bharatiya Janata Party,110701,1278,111979,2024
Kerala,3,Vadakara,4,SHAFI T P,Independent,3715,49,3764,2024
Kerala,3,Vadakara,5,K K SHYLAJA,Independent,1164,15,1179,2024
Kerala,3,Vadakara,6,KUNHIKANNAN PAYYOLI,Independent,867,2,869,2024
Kerala,3,Vadakara,7,SHYLAJA,Independent,661,19,680,2024
Kerala,3,Vadakara,8,SHAFI,Independent,399,23,422,2024
Kerala,3,Vadakara,9,SYLAJA P,Independent,319,7,326,2024
Kerala,3,Vadakara,10,MURALIDHARAN,Independent,261,8,269,2024
Kerala,3,Vadakara,11,NOTA,None of the Above,2855,54,2909,2024
Kerala,4,Wayanad,1,RAHUL GANDHI,Indian National Congress,642299,5146,647445,2024
Kerala,4,Wayanad,2,ANNIE RAJA,Communist Party of India,280594,2429,283023,2024
Kerala,4,Wayanad,3,K SURENDRAN,Bharatiya Janata Party,139868,1177,141045,2024
Kerala,4,Wayanad,4,P.R KRISHNANKUTTY,Bahujan Samaj Party,1946,27,1973,2024
Kerala,4,Wayanad,5,SATHYAN K.P,Independent,1017,42,1059,2024
Kerala,4,Wayanad,6,SINOJ A.C,Independent,885,18,903,2024
Kerala,4,Wayanad,7,PRASEETHA AZHIKODE,Independent,814,26,840,2024
Kerala,4,Wayanad,8,AJEEB MUHAMMED,Independent,796,8,804,2024
Kerala,4,Wayanad,9,P RADHAKRISHNAN,Independent,555,7,562,2024
Kerala,4,Wayanad,10,NOTA,None of the Above,6932,67,6999,2024
Kerala,5,Kozhikode,1,M. K. RAGHAVAN,Indian National Congress,515608,4813,520421,2024
Kerala,5,Kozhikode,2,ELAMARAM KAREEM,Communist Party of India  (Marxist),369884,4361,374245,2024
Kerala,5,Kozhikode,3,M. T. RAMESH,Bharatiya Janata Party,178692,1974,180666,2024
Kerala,5,Kozhikode,4,ARAMUKHAN,Bahujan Samaj Party,1684,31,1715,2024
Kerala,5,Kozhikode,5,ARAVINDAKSHAN NAIR M. K.,Bharatheeya Jawan Kisan Party,1290,15,1305,2024
Kerala,5,Kozhikode,6,RAGHAVAN S/O NARAYANAN NAIR,Independent,1057,39,1096,2024
Kerala,5,Kozhikode,7,T. RAGHAVAN S/O VELLANKUTTY,Independent,1009,9,1018,2024
Kerala,5,Kozhikode,8,N. RAGHAVAN S/O DAMU,Independent,753,29,782,2024
Kerala,5,Kozhikode,9,SUBHA,Independent,705,7,712,2024
Kerala,5,Kozhikode,10,DR. M. JYOTHIRAJ,Socialist Unity Centre Of India (COMMUNIST),641,12,653,2024
Kerala,5,Kozhikode,11,ABDUL KAREEM S/O MAHAMMOOD,Independent,536,5,541,2024
Kerala,5,Kozhikode,12,ABDUL KAREEM S/O AYAMMATH KUTTY,Independent,285,2,287,2024
Kerala,5,Kozhikode,13,ABDUL KAREEM K. S/O ASSAIN,Independent,257,36,293,2024
Kerala,5,Kozhikode,14,NOTA,None of the Above,6236,80,6316,2024
Kerala,6,Malappuram,1,E.T.  MOHAMMED BASHEER,Indian Union Muslim League,640269,3737,644006,2024
Kerala,6,Malappuram,2,V. VASEEF,Communist Party of India  (Marxist),341510,2378,343888,2024
Kerala,6,Malappuram,3,DR. ABDUL SALAM,Bharatiya Janata Party,84529,832,85361,2024
Kerala,6,Malappuram,4,T. KRISHNAN,Bahujan Samaj Party,1392,25,1417,2024
Kerala,6,Malappuram,5,P.C. NARAYANAN,Bahujan Dravida Party,1304,5,1309,2024
Kerala,6,Malappuram,6,NASEEF ALI MULLAPPALLI,Independent,1154,14,1168,2024
Kerala,6,Malappuram,7,ABDULSALAM S/O MUHAMMED HAJI,Independent,771,12,783,2024
Kerala,6,Malappuram,8,THRISSUR NAZEER,Independent,459,25,484,2024
Kerala,6,Malappuram,9,NOTA,None of the Above,6650,116,6766,2024
Kerala,7,Ponnani,1,DR. M.P ABDUSSAMAD SAMADANI,Indian Union Muslim League,559570,2946,562516,2024
Kerala,7,Ponnani,2,K.S HAMZA,Communist Party of India  (Marxist),324562,2194,326756,2024
Kerala,7,Ponnani,3,ADV. NIVEDIDA,Bharatiya Janata Party,123733,1065,124798,2024
Kerala,7,Ponnani,4,ABDUSSAMED MALAYAMPALLI,Independent,1634,19,1653,2024
Kerala,7,Ponnani,5,VINOD,Bahujan Samaj Party,1449,28,1477,2024
Kerala,7,Ponnani,6,HAMSA S/O MOIDUTTY,Independent,952,26,978,2024
Kerala,7,Ponnani,7,BINDHU W/O DEVARAJAN,Independent,826,21,847,2024
Kerala,7,Ponnani,8,HAMZA KADAVANDI,Independent,707,3,710,2024
Kerala,7,Ponnani,9,NOTA,None of the Above,6499,62,6561,2024
Kerala,8,Palakkad,1,V K SREEKANDAN,Indian National Congress,418072,3097,421169,2024
Kerala,8,Palakkad,2,A VIJAYARAGHAVAN,Communist Party of India  (Marxist),342798,3088,345886,2024
Kerala,8,Palakkad,3,C KRISHNAKUMAR,Bharatiya Janata Party,249568,2210,251778,2024
Kerala,8,Palakkad,4,K T PADMINI,Bahujan Samaj Party,2102,30,2132,2024
Kerala,8,Palakkad,5,ANNA KURIAKOSE,Independent,1416,17,1433,2024
Kerala,8,Palakkad,6,N S K PURAM SASIKUMAR,Independent,1151,26,1177,2024
Kerala,8,Palakkad,7,RAJESH K SON OF VELANKUTTY,Independent,1033,23,1056,2024
Kerala,8,Palakkad,8,RAJESH M SON OF MANI C,Independent,947,6,953,2024
Kerala,8,Palakkad,9,SIDHEEK IRUPPASSERY,Independent,913,26,939,2024
Kerala,8,Palakkad,10,C RAJAMANICKAM,Independent,516,4,520,2024
Kerala,8,Palakkad,11,NOTA,None of the Above,8724,69,8793,2024
Kerala,9,Alathur,1,K.RADHAKRISHNAN,Communist Party of India  (Marxist),398818,4629,403447,2024
Kerala,9,Alathur,2,RAMYA HARIDAS,Indian National Congress,379231,4105,383336,2024
Kerala,9,Alathur,3,DR T N SARASU,Bharatiya Janata Party,186441,1789,188230,2024
Kerala,9,Alathur,4,HARI ARUMBIL,Bahujan Samaj Party,2835,36,2871,2024
Kerala,9,Alathur,5,KRISHNANKUTTY KUNISSERY,Independent,2323,28,2351,2024
Kerala,9,Alathur,6,NOTA,None of the Above,11918,115,12033,2024
Kerala,10,Thrissur,1,SURESH GOPI,Bharatiya Janata Party,409302,3036,412338,2024
Kerala,10,Thrissur,2,ADV V S SUNILKUMAR,Communist Party of India,334462,3190,337652,2024
Kerala,10,Thrissur,3,K MURALEEDHARAN,Indian National Congress,324810,3314,328124,2024
Kerala,10,Thrissur,4,ADV P K NARAYANAN,Bahujan Samaj Party,1985,34,2019,2024
Kerala,10,Thrissur,5,SUNILKUMAR SON OF PRABHAKARAN,Independent,1930,22,1952,2024
